,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Villa de Cura,0,VE,1563156763,94,10.04,-67.49,66.69,1.25
375,Port Lincoln,100,AU,1563156765,76,-34.72,135.86,54.45,11.25
376,Luancheng,94,CN,1563156767,66,37.88,114.65,86.0,2.24
377,Maceio,0,BR,1563156616,83,-9.67,-35.74,71.6,2.24
378,Aasiaat,0,GL,1563156770,69,68.71,-52.87,40.41,2.93
379,Udimskiy,25,RU,1563156771,88,61.14,45.92,53.37,2.64
380,Tigil,28,RU,1563156773,54,57.8,158.67,67.05,18.19
381,Tahlequah,1,US,1563156775,73,35.92,-94.97,82.4,4.7
382,Talcahuano,0,CL,1563156777,93,-36.72,-73.12,44.6,3.36
383,Wamba,41,CD,1563156778,98,2.14,27.99,64.53,1.88
384,Kruisfontein,0,ZA,1563156780,84,-34.0,24.73,47.97,5.12
385,Avera,1,US,1563156782,83,33.19,-82.53,84.2,4.7
386,Flinders,0,AU,1563156783,46,-34.58,150.85,62.01,16.11
387,San Jose de Sisa,75,PE,1563156785,290,-6.62,-76.69,62.6,3.36
388,Tottori,75,JP,1563156787,78,35.5,134.23,77.0,10.29
389,Egvekinot,100,RU,1563156584,92,66.32,-179.17,49.77,12.15
390,San Patricio,100,PY,1563156790,95,-26.98,-56.83,60.21,5.23
391,Cockburn Town,100,TC,1563156792,78,21.46,-71.14,82.53,20.92
392,Manicore,52,BR,1563156793,88,-5.81,-61.3,73.53,0.54
393,Padilla,40,CO,1563156795,69,3.23,-76.31,75.2,12.75
394,Ornes,20,FR,1563156797,71,49.25,5.47,57.99,6.93
395,Kununurra,14,AU,1563156798,16,-15.77,128.74,69.8,14.99
396,Jaypur,40,IN,1563156800,79,23.05,87.44,89.01,9.17
397,Totness,1,US,1563156802,78,33.74,-80.8,82.4,3.36
398,Jurmala,20,LV,1563156803,100,56.97,23.77,48.2,2.24
399,Arys,0,KZ,1563156805,36,42.43,68.8,78.8,13.98
400,Champerico,75,MX,1563156807,83,16.38,-93.6,78.8,3.36
401,Dicabisagan,86,PH,1563156808,76,17.08,122.42,84.33,3.98
402,Lamar,1,US,1563156810,21,38.09,-102.62,91.4,20.8
403,Noumea,90,NC,1563156587,83,-22.28,166.46,69.8,3.36
404,Bukama,0,CD,1563156813,40,-9.2,25.85,59.85,2.82
405,Oranjemund,0,ZA,1563156815,87,-28.55,16.43,54.09,12.12
406,Maldonado,75,UY,1563156566,100,-34.91,-54.96,42.8,3.36
407,Itaquyry,95,PY,1563156819,87,-24.93,-55.22,64.89,3.62
408,Ilulissat,20,GL,1563156820,64,69.22,-51.1,51.8,3.36
409,Nocupetaro,100,MX,1563156822,95,19.05,-101.15,67.41,4.14
410,Salalah,90,OM,1563156824,100,17.01,54.1,77.0,6.93
411,Ixtapa,90,MX,1563156825,100,20.71,-105.21,78.8,6.93
412,Buala,94,SB,1563156827,75,-8.15,159.59,81.09,3.09
413,Salinas,1,US,1563156642,39,36.67,-121.66,84.2,11.41
414,Palmer,75,AU,1563156830,93,-34.85,139.16,57.99,11.41
415,Misrikh,96,IN,1563156832,66,27.43,80.53,86.49,4.68
416,Sebastian,1,US,1563156572,78,27.82,-80.47,84.0,4.7
417,Bartlesville,1,US,1563156605,74,36.75,-95.98,84.2,8.05
418,Severo-Yeniseyskiy,0,RU,1563156575,55,60.37,93.04,66.33,6.98
419,Puyang,100,CN,1563156838,26,35.76,115.02,98.01,5.48
420,Vila Velha,40,BR,1563156840,78,-3.71,-38.6,86.0,8.05
421,Berdigestyakh,100,RU,1563156842,43,62.1,126.7,73.53,10.09
422,Mae Sot,75,MM,1563156844,88,16.71,98.57,78.8,3.36
423,Deputatskiy,0,RU,1563156727,37,69.3,139.9,56.25,9.42
424,San Blas,90,MX,1563156847,100,21.54,-105.29,71.6,11.41
425,Graham,1,US,1563156848,65,33.11,-98.59,86.0,7.7
426,Nadym,17,RU,1563156850,50,65.53,72.51,80.01,17.07
427,Saint-Augustin,20,CA,1563156852,68,45.63,-73.98,71.6,3.36
428,Yemtsa,33,RU,1563156854,89,63.06,40.33,49.41,2.48
429,Andujar,0,ES,1563156855,88,38.04,-4.05,62.37,1.59
430,Carroll,75,AU,1563156573,62,-30.99,150.44,53.01,13.87
431,Coxim,0,BR,1563156858,49,-18.5,-54.75,73.17,3.02
432,Caluquembe,0,AO,1563156860,60,-13.78,14.68,50.49,2.82
433,Hirara,40,JP,1563156862,74,24.8,125.28,87.8,10.29
434,Qeshm,40,IR,1563156863,79,26.96,56.27,91.4,6.93
435,Dunedin,45,NZ,1563156865,60,-45.87,170.5,51.01,10.0
436,Bastrop,90,US,1563156600,94,32.78,-91.91,75.0,8.05
437,Sawtell,0,AU,1563156868,36,-30.38,153.1,64.99,18.34
438,North Branch,40,US,1563156870,88,45.51,-92.98,87.8,9.89
439,Samarai,100,PG,1563156761,95,-10.62,150.67,74.25,7.43
440,San Juan,0,AR,1563156684,35,-31.54,-68.53,40.41,0.38
441,Leh,92,IN,1563156875,47,34.16,77.58,43.29,1.54
442,Provideniya,20,RU,1563156877,76,64.42,-173.23,53.6,17.9
443,Yumen,0,CN,1563156878,13,40.29,97.04,87.21,11.86
444,Chimbote,0,PE,1563156880,89,-9.08,-78.59,62.01,13.87
445,Ouegoa,100,NC,1563156882,81,-20.34,164.44,71.73,15.82
446,Luban,100,CN,1563156697,87,34.19,105.09,58.05,8.05
447,Jalu,0,LY,1563156799,60,29.03,21.55,76.41,7.52
448,Lompoc,90,US,1563156617,93,34.64,-120.46,77.0,10.29
449,Coihaique,75,CL,1563156644,86,-45.58,-72.07,41.0,3.36
450,Ust-Kuyga,46,RU,1563156890,41,70.0,135.55,59.85,11.16
451,Burnie,100,AU,1563156892,63,-41.05,145.91,55.0,5.99
452,Sorong,100,ID,1563156893,75,-0.86,131.25,80.01,8.68
453,Gizo,40,IL,1563156895,73,31.8,34.94,75.2,5.82
454,Neath,20,GB,1563156897,72,51.66,-3.8,63.0,8.05
455,Angoram,100,PG,1563156898,74,-4.06,144.07,82.89,6.78
456,Puerto Ayacucho,40,CO,1563156900,74,5.66,-67.63,84.2,3.33
457,Ewa Beach,20,US,1563156713,46,21.32,-158.01,89.6,18.34
458,Pleven,75,BG,1563156903,87,43.41,24.62,60.8,4.7
459,Portland,40,US,1563156791,56,43.66,-70.25,73.99,8.05
460,Buritizeiro,0,BR,1563156907,45,-17.37,-44.96,60.93,1.21
461,Kimbe,100,PG,1563156908,92,-5.56,150.15,76.77,2.89
462,Cabedelo,75,BR,1563156794,100,-6.97,-34.84,73.4,1.12
463,Ulladulla,0,AU,1563156912,37,-35.36,150.48,59.0,16.11
464,Pitimbu,75,BR,1563156896,100,-7.47,-34.81,73.4,1.12
465,Oktyabrskoye,0,RU,1563156915,67,56.73,85.44,62.6,4.47
466,Inhambane,0,MZ,1563156916,92,-23.87,35.38,58.41,1.54
467,Sao Jose de Piranhas,10,BR,1563156918,89,-7.12,-38.5,69.21,4.81
468,Henties Bay,0,NA,1563156920,97,-22.12,14.28,50.0,1.99
469,Axim,0,GH,1563156922,87,4.87,-2.24,74.25,7.72
470,Sal Rei,75,CV,1563156923,83,16.18,-22.92,75.2,10.29
471,Yenagoa,100,NG,1563156925,91,4.92,6.26,75.33,8.08
472,Omboue,21,GA,1563156927,86,-1.57,9.26,73.53,13.98
473,Leninskoye,0,RU,1563156928,72,54.82,82.85,66.2,6.71
474,Santo Tomas,75,PH,1563156930,83,7.53,125.62,82.4,6.93
475,Zhigansk,42,RU,1563156932,37,66.77,123.37,65.61,19.37
476,Bandipur,80,IN,1563156933,82,11.67,76.63,69.57,2.84
477,Russell,1,US,1563156935,48,38.9,-98.86,89.6,8.05
478,Santa Maria,0,BR,1563156937,51,-16.02,-48.01,62.6,1.12
479,Paka,88,CF,1563156938,97,4.15,15.03,63.09,2.17
480,Okha,72,RU,1563156940,71,53.59,142.95,65.25,14.54
481,Bandarbeyla,100,SO,1563156942,63,9.49,50.81,78.57,25.84
482,Passagem Franca,4,BR,1563156943,69,-6.18,-43.78,72.09,2.26
483,Sarny,0,UA,1563156945,95,51.32,26.62,50.85,6.58
484,Vung Tau,67,VN,1563156937,68,10.35,107.08,86.49,11.27
485,Tezu,100,IN,1563156948,98,27.93,96.16,71.01,3.0
486,Kajaani,0,FI,1563156950,93,64.22,27.73,42.8,2.24
487,Saint-Louis,0,SN,1563156952,85,16.03,-16.5,74.97,17.63
488,Kutum,99,SD,1563156953,56,14.2,24.66,76.41,11.1
489,Makakilo City,20,US,1563156955,46,21.35,-158.09,89.6,18.34
490,North Bend,1,US,1563156957,77,43.41,-124.22,68.0,10.29
491,Maues,0,BR,1563156959,94,-3.38,-57.72,72.45,2.42
492,Sabzevar,0,IR,1563156960,58,36.21,57.68,76.77,7.23
493,Narrabri,75,AU,1563156962,54,-30.33,149.78,55.0,10.29
494,Goulburn,37,AU,1563156964,79,-34.75,149.72,53.01,5.01
495,Soledade,75,BR,1563156965,94,-7.06,-36.37,69.8,9.17
496,Bucerias,90,MX,1563156967,100,20.76,-105.33,78.8,6.93
497,Wangaratta,75,AU,1563156969,71,-36.36,146.32,61.0,12.75
498,Tupik,100,RU,1563156970,92,54.43,119.94,59.49,4.65
499,Kuching,40,MY,1563156972,74,1.56,110.34,82.4,6.93
500,Puerto Madryn,0,AR,1563156761,65,-42.77,-65.04,44.73,13.31
501,Nanakuli,20,US,1563156975,46,21.39,-158.15,89.6,18.34
502,Kumano,75,JP,1563156977,65,34.34,132.59,88.0,8.05
503,Valreas,0,FR,1563156979,56,44.38,4.99,69.8,21.92
504,Talnakh,75,RU,1563156980,93,69.49,88.39,55.4,8.95
505,Chute-aux-Outardes,90,CA,1563156982,93,49.12,-68.38,62.6,5.82
506,Bowen,100,AU,1563156984,34,-20.01,148.25,69.01,11.41
507,Jasper,75,US,1563156826,100,33.83,-87.28,73.99,6.2
508,Irmo,1,US,1563156987,83,34.09,-81.18,82.4,5.64
509,Trinidad,1,BO,1563156835,67,-14.83,-64.9,75.33,2.26
510,Pangnirtung,44,CA,1563156716,54,66.15,-65.72,49.41,2.42
511,Marrakesh,0,MA,1563156992,53,31.63,-7.99,77.0,5.82
512,Borogontsy,10,RU,1563156727,39,62.67,131.17,81.81,8.28
513,Forest Hills,0,ZA,1563156995,93,-29.76,30.83,55.0,1.12
514,Pozoblanco,0,ES,1563156997,77,38.38,-4.85,69.8,4.7
515,Enger,75,DE,1563156998,87,52.14,8.56,57.2,4.7
516,San Jeronimo,4,PE,1563157000,95,-13.65,-73.37,44.37,0.74
517,Santiago,90,PH,1563157002,65,16.69,121.54,85.05,3.29
518,Angoche,0,MZ,1563157003,95,-16.23,39.91,64.53,4.36
519,Sambava,42,MG,1563157005,75,-14.27,50.17,62.73,3.96
520,Jijiga,97,ET,1563157007,94,9.35,42.8,57.33,12.88
521,Kakonko,100,TZ,1563157009,58,-3.28,30.97,68.13,1.25
522,Ballina,24,IE,1563157010,90,54.11,-9.15,60.01,3.0
523,Tanout,0,NE,1563157012,32,14.97,8.88,89.37,4.81
524,Houston,75,US,1563156894,70,29.76,-95.37,86.0,9.17
525,Sheridan,75,US,1563157015,44,39.65,-105.03,80.01,9.17
526,Isla Vista,20,US,1563157017,87,34.41,-119.86,84.99,4.7
527,Namatanai,100,PG,1563157019,76,-3.66,152.44,80.01,6.17
528,Hovd,75,NO,1563157020,100,63.83,10.7,51.01,10.29
529,Saldanha,0,PT,1563157022,66,41.42,-6.55,67.77,4.07
530,Guiratinga,42,BR,1563157024,48,-16.35,-53.76,70.65,2.39
531,Timmins,90,CA,1563157025,64,48.48,-81.33,69.8,2.24
532,Ngerengere,20,TZ,1563157027,93,-6.76,38.13,62.6,3.47
533,Homer,90,US,1563156841,63,59.64,-151.54,62.6,6.93
534,Mandiana,0,GN,1563157030,94,10.62,-8.7,70.65,3.67
535,Playas,22,EC,1563157032,75,-2.64,-80.39,64.99,5.99
536,Sorland,100,NO,1563157013,78,67.67,12.69,50.49,17.36
537,Kushiro,75,JP,1563157035,87,43.11,144.15,59.0,6.93
538,Coromandel,0,BR,1563157037,50,-18.47,-47.2,62.73,3.29
539,Palmira,40,CO,1563156779,69,3.53,-76.3,75.2,12.75
540,Znamenskoye,0,RU,1563157040,55,57.13,73.82,74.97,4.29
541,Asosa,77,ET,1563157042,94,10.07,34.53,64.89,1.57
542,Umea,75,SE,1563156772,93,63.83,20.26,51.8,3.36
543,Ambon,0,FR,1563157045,82,47.55,-2.56,64.0,9.17
544,Broken Hill,90,AU,1563157047,66,-31.97,141.45,53.6,20.8
545,Baykit,66,RU,1563157049,61,61.68,96.39,68.13,9.22
546,Yakeshi,97,CN,1563157050,54,49.28,120.73,76.77,4.81
547,Boyolangu,49,ID,1563157052,63,-8.09,111.9,76.41,8.5
548,Somerset,1,US,1563157054,57,41.77,-71.13,79.0,3.36
549,Halifax,90,CA,1563157056,100,44.65,-63.58,64.99,4.7
550,Bayir,0,TR,1563157058,94,37.27,28.22,68.0,4.7
551,Virginia Beach,1,US,1563156860,83,36.85,-75.98,86.0,12.35
552,Pathein,100,MM,1563157062,86,16.78,94.73,80.37,8.77
553,Kupang,20,ID,1563157063,48,-10.16,123.6,82.4,26.4
554,Manaure,1,CO,1563157065,78,11.78,-72.45,80.37,24.65
